RMS_Phase_A,Peak_Phase_A,Std_Phase_A,Mean_Phase_A,Fundamental_Phase_A,THD_Phase_A,ZeroCrossings_Phase_A,RMS_Phase_B,Peak_Phase_B,Std_Phase_B,Mean_Phase_B,Fundamental_Phase_B,THD_Phase_B,ZeroCrossings_Phase_B,RMS_Phase_C,Peak_Phase_C,Std_Phase_C,Mean_Phase_C,Fundamental_Phase_C,THD_Phase_C,ZeroCrossings_Phase_C,Phase_Imbalance,Zero_Sequence,Avg_RMS,label
88.71374418376985,127.11386864152573,88.71374236716846,0.017953133967491312,125456.6800296915,0.00040274031714567594,199.0,88.71667913708927,127.42028377297744,88.71667773243306,0.015787110774330357,125460.31197195212,0.00030970926556740175,200.0,88.69918761415227,126.96670677511135,88.69918305280666,-0.028446006359200256,125433.79733593516,0.0005534758054342622,200.0,0.017491522937007176,0.005294238382621467,88.70987031167046,Normal
82.04052720122378,119.0932630503792,82.04052618576021,0.012908072319182168,116007.99389288394,0.0008454453847609671,200.0,82.01241018899364,117.06943457910279,82.01240856156703,0.01633824828075694,115978.90767343239,0.0005422902866380376,200.0,81.99843432088413,118.48523368805128,81.9984313942553,-0.02190794269395829,115951.28592865917,0.0008777647617081268,200.0,0.04209288033965208,0.0073383779059806005,82.01712390370052,Normal
80.2264554161269,114.98656646690023,80.22645541358511,-0.0006386194395223584,113454.5040133298,0.00031828692847749826,200.0,80.20857592045904,115.39609980317127,80.2085752855793,0.010091858115778507,113426.55286682195,0.0009274563349401994,200.0,80.20340539350529,114.19794145867904,80.20339758326752,0.035395130632415714,113422.34299730942,0.0004136751437714926,200.0,0.023050022621603716,0.04484836930867177,80.21281224336376,Normal
92.84142206346947,133.12403746930386,92.84142175594124,0.007556633712033829,131294.59039637508,0.0007223379429519963,200.0,92.87324140216975,132.41934774763544,92.87324113231625,-0.007079854350019019,131338.54341111964,0.00020604500016028777,200.0,92.83698107158126,133.73044855782615,92.8369809249056,0.0052186058351792325,131282.27870264085,0.0007187046855922337,200.0,0.03626033058849032,0.005695385197194213,92.85054817907348,Normal
83.19059092711629,118.73732546486943,83.1905904898225,-0.008529798336803594,117647.37959187104,0.0002666576881253519,200.0,83.13430152304662,121.14288778564615,83.13429787201974,-0.02463840750266712,117555.39396197419,0.001209100544340678,200.0,83.1608544613553,118.59578222436262,83.16085355415154,-0.012283634638109674,117604.81945913272,0.0006388100564132669,200.0,0.05628940406967331,-0.04545184047758042,83.16191563717274,Normal
102.32814163884431,147.92931551570362,102.32814163279953,-0.0011122507241171035,144701.2733070259,0.0010306486911998403,199.0,102.31736138546205,145.85034678520984,102.3173589091604,-0.022510826146418764,144694.43873659876,0.0004233994953121785,200.0,102.31734751769203,147.11785292881225,102.31733910157773,-0.04149974591535454,144689.46384617127,0.000580805107693256,200.0,0.010794121152287062,-0.06512282278589089,102.32095018066615,Normal
86.58351685584401,125.80868856911613,86.58350833305056,-0.0384170117014211,122429.62828742256,0.000921354682468374,200.0,86.53780050960724,124.47986159156058,86.53779293252657,0.036213364014858286,122373.75676646025,0.0005826824267729474,200.0,86.58930058759336,124.21886747173617,86.58930033524636,-0.006610680728159849,122451.62306410915,0.0005508927497917327,200.0,0.05150007798611966,-0.008814328414722884,86.5702059843482,Normal
103.1716383578824,149.83991453821622,103.17162725740131,0.04785926781647151,145893.6848458816,0.0005894930157956372,200.0,103.1580783243202,147.13393733385678,103.15807311526147,-0.03278281489430111,145881.63737364777,0.0007128860821968154,200.0,103.18488991035343,148.87191539314838,103.18488961150537,0.007853229282188266,145914.05749403866,0.0010268668533311676,200.0,0.02681158603323297,0.022929682204358637,103.17153553085201,Normal
108.4695962962069,155.95983696110704,108.46959624546056,0.00331796093848709,153395.43328337773,0.0004315183121782139,199.0,108.43444080128103,155.38374516755297,108.43444078356386,0.0019601788771834096,153342.1300413542,0.0005713071009310795,200.0,108.4829404696623,155.6057394917748,108.48293356259278,-0.03871173437498919,153407.29954061113,0.0008900233909771432,200.0,0.04849966838126818,-0.033433594559318595,108.46232585571674,Normal
107.82816049029083,156.25637122911914,107.82815888316088,-0.01861686671745815,152475.6508436825,0.0010965141538568834,200.0,107.77637816932439,154.29971076732704,107.77637612813379,-0.02097580163187615,152414.06501600356,0.0005285013665311491,200.0,107.80083356424258,154.21931194010475,107.80082941200459,0.029920384565377503,152449.73425555497,0.0003891945645873533,200.0,0.05178232096643853,-0.009672283783956629,107.80179074128593,Normal
98.9910886224317,142.85488486255556,98.99108783828653,-0.012459805944503615,139987.67623232343,0.00038639754374458405,200.0,98.96847065832604,140.88036808557212,98.96846791831798,0.02328838354262791,139959.1927204831,0.0005148338004576109,200.0,98.98141270272481,142.86190959593063,98.98141010797386,0.022664161591683097,139975.36116767192,0.0004937071435068089,200.0,0.02261796410566319,0.03349273918980742,98.98032399449419,Normal
83.95163650194932,121.9249298060053,83.95163437052071,-0.018917553652596696,118714.51210890117,0.0008499265799382483,199.0,83.97546265099388,122.53213484785103,83.97545648417302,0.03218265420057946,118749.34962250186,0.00042019423583299775,200.0,84.05410872715906,121.88078993588995,84.05409254344032,0.052159523090606286,118854.14349242779,0.0011015944320666375,200.0,0.10247222520973764,0.06542462363858913,83.99373596003409,Normal
84.02977685963918,122.00028940782492,84.0297766047399,0.006545094350731205,118829.80811129954,0.00031853454343128715,199.0,84.01406091708233,121.17028558625208,84.01405894005875,0.01822623259489842,118804.20849967531,0.0008416541042897604,200.0,84.044241401528,120.89487268531929,84.044238492569,-0.022112496415844164,118846.20415921451,0.0010509583274361351,200.0,0.030180484445665456,0.002658830529785515,84.02935972608317,Normal
102.73341119014486,147.74942653956452,102.73340433032614,0.03754284362614854,145281.9271190434,0.0006944853303553649,199.0,102.71412665815332,148.43622984900938,102.71412394167271,-0.0236229096641855,145252.7433675302,0.0007726682950050027,200.0,102.71912888847685,148.29992166066725,102.71912809914869,-0.012734135263790563,145259.27358674025,0.0005755267194037006,200.0,0.019284531991544895,0.0011857986981722935,102.72222224559168,Normal
98.95874932119683,143.2770455712051,98.95874841698536,0.013377566054649577,139940.65908761727,0.00028518284994332214,199.0,98.97028822615697,143.35771262068343,98.97028452787406,-0.027056242160154738,139948.81307720384,0.0011270845264888352,200.0,98.98983156218246,143.97905774750052,98.98983098696884,0.01067148521626865,139972.6749676146,0.0011777148935768961,200.0,0.03108224098562573,-0.003007190889236391,98.97295636984542,Normal
100.97143998106502,145.4087624083729,100.9714311278476,0.04228290610660005,142789.72283294203,0.0006368899828950779,199.0,100.95272982307249,143.7268162084857,100.95272948801819,-0.008224918840315126,142764.58774589613,0.0003224806904930359,200.0,100.93099886437695,143.46707164938502,100.93099816819434,0.011854653645269792,142734.33893276769,0.0004440912568147869,200.0,0.04044111668807204,0.045912640911554586,100.95172288950482,Normal
108.99622209522771,157.86084049087086,108.99622173287128,0.008887685848457068,154133.20190355348,0.0006045239219112766,200.0,108.97557607323925,156.6661048562141,108.97557481415741,-0.01656557686714791,154102.6314454135,0.0006812664396024443,200.0,109.02051057360805,157.48715322833368,109.02051038696246,-0.006379372518631669,154158.04151047926,0.0010709707482589631,200.0,0.04493450036879665,-0.014057263537322607,108.99743624735834,Normal
86.02568933744163,123.4329752839831,86.0256886629301,-0.010772680288401688,121655.36933170307,0.0005482750384495731,200.0,86.03627945911731,122.62778432893097,86.03627907825167,-0.008095463388984057,121669.94207371995,0.0005845108558104107,200.0,86.05566369820268,122.84258381510794,86.05565995583797,-0.02537919120051174,121698.19972304648,0.0005038731704520896,200.0,0.029974360761045205,-0.04424733487789753,86.0392108315872,Normal
93.52795549629789,135.53826265162618,93.52794991012456,0.03232532616413147,132259.38418286765,0.0009833975931177504,200.0,93.58104609352486,134.34145365956982,93.5810452369865,0.012661418282930497,132332.51574744677,0.0007174170331391169,200.0,93.5157325493098,134.6563325703049,93.51573096232205,0.017228367344441893,132242.1003918317,0.0005513668709619485,200.0,0.06531354421505853,0.06221511179150401,93.54157804637752,Normal
88.15310371300653,127.80099049921455,88.15309403150087,0.04131476070455912,124657.03015249736,0.0005815742567881926,199.0,88.18507496657884,129.54423191479768,88.18506222856172,0.04739837365510522,124696.02786049125,0.0011655647352880403,200.0,88.18278363737481,126.28851412773915,88.1827824429888,-0.014513737161342846,124702.63613164924,0.0007858245503728481,200.0,0.031971253572308456,0.07419939719832146,88.1736541056534,Normal
84.51052333528075,123.36887085985555,84.5105208063317,-0.020674757841167776,119501.0902185632,0.0011986408290743863,199.0,84.54506416722158,121.3179533872428,84.54506380654611,0.007809395724419943,119559.19733484149,0.0005908198125396265,200.0,84.6081198239599,123.04118895603298,84.60811879268334,0.0132101755579626,119636.52392273516,0.0007665602778151013,200.0,0.0975964886791445,0.0003448134412147432,84.55456910882074,Normal
102.48479301504902,150.52857733205275,102.48478986124195,-0.025425076563466178,144919.41486782307,0.0010939408606886537,199.0,102.4379756192017,146.83363454181756,102.43797526126522,0.008563444117216363,144859.10823981187,0.0008015964346536489,200.0,102.53104379426202,148.78639407184394,102.53104070900137,-0.025152931796153383,144983.55750279312,0.0006240133273187749,200.0,0.09306817506032417,-0.04201456424240343,102.48460414283757,Normal
81.08808547772243,117.72452354558166,81.08806710479948,-0.05458617000064936,114663.67800248314,0.001089327964320693,200.0,81.12380417271032,117.43215087950446,81.12379093350997,0.04634682750831453,114714.32959379774,0.0006148259447412589,200.0,81.10915889402145,117.55124320358973,81.10915757756979,0.014613438038971452,114692.29214290071,0.0010988075733985674,200.0,0.03571869498789226,0.0063740955466366975,81.10701618148472,Normal
108.90334448866152,157.88640939252127,108.90334057195575,-0.029207613728462263,153998.74147062734,0.0011103820994960295,199.0,108.77828170092006,156.7930444806532,108.77828167734971,-0.002264483794897785,153823.35776788328,0.000875898258544477,200.0,108.83130190171295,154.57450717502448,108.8313018968015,0.001033941491020812,153908.2636122777,0.0002680744223715626,200.0,0.12506278774145585,-0.030438156032339066,108.83764269709816,Normal
85.0901656768397,124.19119594185214,85.09016462244541,0.013395415952579754,120316.62356656062,0.0018079802361753534,199.0,85.07233786974422,120.96182933972736,85.07233589058961,-0.01835054811403029,120308.056022774,0.00026697711384822875,200.0,85.12630977100983,122.62743523700031,85.12630852238605,-0.014580173760816592,120380.59588266806,0.0006826095311017049,200.0,0.05397190126561213,-0.01953530592226709,85.09627110586459,Normal
106.49985696121789,153.92361236215345,106.49985599586527,-0.014339450196349418,150607.69869245606,0.0006264846814675431,200.0,106.48247928310232,154.09994296826466,106.48247773116604,-0.018179880135629503,150574.49133066158,0.0009471522332423466,200.0,106.51769801445612,152.87630159829646,106.51769677844409,0.016226962513482532,150630.03679518343,0.00045341366485571855,200.0,0.03521873135379394,-0.016292367818496436,106.50001141959211,Normal
86.02566233366538,124.09531691807088,86.0256618545689,-0.009079051965070334,121651.02460740438,0.00039166583559323585,199.0,85.98089501350653,124.37635607030992,85.98089436877086,0.010529477542272844,121577.3502591701,0.0012961172669869036,200.0,86.02797258218881,123.85999855442043,86.02795064773424,-0.06143250630864989,121648.40446497567,0.0009603083843499151,200.0,0.0470775686822833,-0.059982080731447424,86.01150997645357,Normal
102.02276240681275,148.11005254697213,102.02275815132988,0.02946713785831008,144272.45939598492,0.0006977375922226713,199.0,102.06537000298646,145.84197715325806,102.06536969812119,-0.007888749804993324,144338.96251544982,0.0003748986294000268,200.0,102.04634228779865,147.25417402687413,102.04633592068656,-0.03604831420509612,144297.17357411387,0.0006968812119890267,200.0,0.042607596173709794,-0.014469926151779671,102.04482489919928,Normal
104.04927818937306,149.41533273112975,104.04927694382978,-0.016099557582717607,147143.32891222875,0.0006020749209833773,200.0,104.06830910848055,149.41918921147868,104.06830904756573,0.003560702914860144,147167.89241214984,0.000818348166153184,200.0,104.02470757961527,147.86113004777596,104.024706249686,-0.016634031569092995,147110.86180462246,0.0003491589962510689,200.0,0.043601528865281125,-0.02917288623695078,104.04743162582297,Normal
88.46624848730174,126.5355828527345,88.466247572419,0.012722911879517965,125108.04422902165,0.00039797502517856785,200.0,88.48340537603355,125.91404625734319,88.48340117774737,-0.027257242989465653,125131.95980172743,0.00027064244284522786,200.0,88.49290544072547,126.44514645618469,88.49290543401244,0.001090004144213026,125145.07317697322,0.00039254394349630205,200.0,0.026656953423724872,-0.013444326965734919,88.48085310135359,Normal
94.95570466094442,135.66507520044124,94.95570457656589,-0.004003054823862158,134285.57568914533,0.0003961113902988304,200.0,94.97992410527125,134.8423395577111,94.97992384903036,0.0069767817827197974,134319.44263852306,0.0004920502575267406,200.0,95.01570915580385,138.2683791906573,95.01570588200259,-0.02494243545118809,134351.0132264499,0.000725911079035626,200.0,0.06000449485942738,-0.021968708492330458,94.98377930733984,Normal
83.85746272722494,122.127310063441,83.8574621966836,-0.009432905199829094,118576.45771586295,0.0015175664114603115,199.0,83.77298746631739,121.38903966667088,83.77298739800025,0.0033832326480061,118456.42731566407,0.0010712168881797486,200.0,83.78259931568789,119.67927217785738,83.78259855299473,0.011304902949888089,118483.93440809648,0.00028465710674793613,200.0,0.08447526090755275,0.005255230398064981,83.80434983641008,Normal
84.56924294799113,121.32687999387214,84.56924264979433,-0.007101869855079286,119596.0622210698,0.0003758170535182773,199.0,84.57097411739758,120.88139077917663,84.57097128702392,-0.0218800115753904,119596.04111397995,0.00040661014356678884,200.0,84.584054208217,120.29841481349031,84.5840525102476,-0.016948223152562066,119617.87536974363,0.00039708680932128534,200.0,0.014811260225869205,-0.0459301045830318,84.5747570912019,Normal
101.04076503805265,145.35096213072072,101.04076474656834,-0.007674867796912622,142888.98501367169,0.0006235845093105256,199.0,101.02385637210486,144.58370429619453,101.02385093184562,0.03315406322531606,142864.6186179736,0.00035414734946238267,200.0,101.03185221989034,146.06502824194106,101.03185189206188,0.008138933092355189,142862.0363739516,0.0012481025750458476,200.0,0.016908665947795498,0.03361812852075871,101.03215787668262,Normal
92.16010251113524,133.8507434426293,92.16010246304378,0.002977285384114424,130321.26289224782,0.0006972146200682147,200.0,92.24849147531089,132.22446870876055,92.24849138000009,-0.004193394088446098,130451.5777481176,0.0006579327882255405,200.0,92.1855682797103,131.75528813862178,92.18556813644011,0.005139541382559059,130364.64477800374,0.00043051545748343755,200.0,0.08838896417564968,0.00392343267822751,92.19805408871882,Normal
98.84138395989186,142.5245148240369,98.84138348110523,0.009728713710636782,139778.70113821953,0.0004556509493702355,200.0,98.7842766947496,142.3877717965571,98.78427575381858,0.01363445563008679,139689.80664901977,0.0006538435554814221,200.0,98.82338400346602,141.78908212242885,98.82338234132204,0.018125048469538683,139752.91247498622,0.0005236569090106103,200.0,0.05710726514226394,0.04148821781026244,98.81634821936916,Normal
100.22484579189707,145.96603158915457,100.22483816158682,0.03910873661180605,141721.0030763276,0.000641942005129115,199.0,100.24434008301411,143.85797322289721,100.24433999219751,-0.004267047911257976,141761.1795523316,0.0004953484976153062,200.0,100.24458868360834,142.8804355713245,100.24458865607413,0.002349534967493099,141764.5583566514,0.00038889278466195873,200.0,0.019742891711274524,0.037191223668040764,100.23792485283984,Normal
105.87116369579591,154.27945173189025,105.87115360185706,-0.04623109345651892,149711.34395186167,0.0008047480533728235,200.0,105.86365029018701,150.8705195514109,105.8636493398456,0.01418496464297607,149710.90037008596,0.00018481110249429883,200.0,105.86901009501865,152.54817122750427,105.86900186461835,0.041745521864290314,149714.80470856128,0.0005847188632363807,200.0,0.007513405608904122,0.00969939305074782,105.86794136033386,Normal
105.83499609664631,152.8152406523335,105.83498743897376,-0.042808520260261704,149660.13213627163,0.0007132826993001381,200.0,105.78147258216332,150.89302274053753,105.78146928896763,-0.026395419463284043,149592.5257071767,0.00017619851950099913,200.0,105.81668740409381,150.63471007718886,105.81668583891934,0.01820008662792793,149644.32493297782,0.0003073787235739744,200.0,0.053523514482989754,-0.051003853095617974,105.81105202763449,Normal
88.66909031620119,126.643715874025,88.66909027556875,0.0026843408705628635,125394.98131983458,0.00038225519353845525,200.0,88.6855522832228,127.85575250497838,88.68554523933054,-0.03534661091587549,125409.05284376426,0.000716677207923377,200.0,88.67144408813964,126.39597080457236,88.67144408083284,0.001138336729898043,125397.663350665,0.0002947023496105359,200.0,0.016461967021612622,-0.03152393331541462,88.67536222918788,Normal
95.32472414251907,136.7607219287261,95.32472381364879,0.007918266328074993,134805.02906142088,0.00031262328566016186,200.0,95.28657177811107,136.9367210842314,95.28656573277476,0.03394228493743799,134745.92474125663,0.0004884902052328664,200.0,95.2993409132943,137.82089262792599,95.29933766878979,-0.02486761492477399,134754.6239132123,0.0007142275621941647,200.0,0.03815236440800618,0.01699293634073919,95.30354561130815,Normal
80.78431789903844,116.89710462295913,80.784310527442,0.034511139157676896,114239.01488039749,0.0006613633071923028,199.0,80.79760784370747,115.24653760436162,80.79760384420081,0.025422453197017744,114262.35903449838,0.0005595228665803457,200.0,80.7806562885051,115.19249476126222,80.78065599350165,-0.006903705004130103,114239.1679588523,0.00034029818526713865,200.0,0.01695155520236824,0.05302988735056458,80.78752734375034,Normal
85.93866078247068,122.78890702692793,85.93865995242416,0.011944294525251621,121533.15257545027,0.00027585380383106617,200.0,85.96334867827976,122.9522392880831,85.96334851895035,-0.0052338301538032116,121566.25240611023,0.0005483706846656054,200.0,85.97200211475304,123.4163473975528,85.97200187897093,-0.006367206515336363,121575.18350450446,0.0009161012894378476,200.0,0.03334133228236169,0.00034325785611199854,85.95800385850116,Normal
101.9454598732635,146.43699523532345,101.9454570737456,0.023891342986843738,144165.83874023723,0.00037699834881481164,200.0,101.90755528698413,145.32479554167438,101.90755476168847,-0.01034713445769603,144114.60733208622,0.0005086128519717481,200.0,101.8616520231173,146.1345079277141,101.8616506928083,-0.016462531499898205,144046.84606532092,0.0006619459372373623,200.0,0.08380785014620074,-0.002918322970750399,101.90488906112165,Normal
93.70187064022387,133.945236190547,93.70186945962722,0.014874415306491159,132510.92558696563,0.000654912855695378,199.0,93.69317858316577,135.09517738537178,93.69316982684985,0.04050696317822283,132484.74409671107,0.0007662023469839521,200.0,93.79589155702189,135.9961272448501,93.79583129307659,-0.10632505502487348,132629.1661826636,0.0007203774972804115,200.0,0.10271297385611433,-0.05094367654015927,93.73031359347051,Normal
84.68481819732939,121.70768535897841,84.68481460806996,-0.024655862406216415,119756.31831354146,0.0004684377335244876,200.0,84.71795162132466,122.73513028730027,84.71795088923953,0.011137392148413881,119790.42022424837,0.000780796627325057,200.0,84.6672685302928,120.59273128781473,84.66726852575592,0.0008764996708702313,119735.6993976729,0.00039212607116821186,200.0,0.050683091031856975,-0.012641970586932488,84.6900127829823,Normal
95.8806673730289,139.29314779138878,95.88066730163919,-0.0036999712019897117,135584.3093397287,0.0006222054666374997,200.0,95.94041539591225,140.78820991617607,95.94041499707636,-0.008748083367620268,135660.97939283046,0.0011030248558471796,200.0,95.92174872025387,137.58140280103368,95.9217486758899,0.002917351626850774,135647.84084436428,0.00028505739525413375,200.0,0.05974802288335468,-0.009530702942759504,95.91427716306502,Normal
83.05431047102871,119.46483518982572,83.05431039470736,0.0035605669687259365,117453.14430613881,0.0004831773812178393,199.0,83.04559228970881,118.51447106356204,83.04559148029966,0.011594641968511326,117440.66621600941,0.0005540340067956984,200.0,83.06158280145024,120.4860451024317,83.0615823368687,0.008785087174553865,117451.74909698311,0.0013972269189043973,200.0,0.015990511741435398,0.02394029611179098,83.05382852072925,Normal
89.55451405397123,128.35355784428225,89.55451358489941,0.009165969503535763,126646.80086122778,0.0005113844898906316,200.0,89.50349863220231,129.0288839525218,89.50349806363427,0.01008849130515256,126568.30202816393,0.0006114085164265,200.0,89.51968095460782,128.6714414240576,89.51967690510425,-0.02692620508021946,126591.78869367136,0.00043599968036371416,200.0,0.051015421768923375,-0.007671744271531175,89.52589788026046,Normal
