RMS,Peak,Mean,Variance,Label
0.17673731086420008,0.2684068258868915,0.00036981337255029035,0.031235940289578386,Normal
0.17693547804429088,0.271209245218923,0.000590841458171736,0.03130581429713304,Normal
0.1768832516320675,0.274001325898946,0.00023406614658913838,0.03128762992097233,Normal
0.1769297878874524,0.27382584464674015,0.0002979219571882477,0.031304061084406316,Normal
0.17746078866897266,0.27570516063580003,-0.00021213210545215056,0.03149228651498361,Normal
0.17718467711037372,0.27286754344570946,0.00012408556855465912,0.03139439440547907,Normal
0.17716433205145146,0.28289478847026367,-0.00011610157314103664,0.031387187071661674,Normal
0.1776658613966126,0.2758137431797072,-0.00027894866500716544,0.03156508049344266,Normal
0.17743808521098312,0.27448098175740054,0.000754801377591624,0.031483704358220496,Normal
0.17710867375496256,0.27493509576049474,-0.0001362132213245475,0.03136746376520011,Normal
0.17701037338027917,0.2732284209025357,0.0003496092029577601,0.03133255005763105,Normal
0.17733261104669243,0.27678571857446044,-0.00046072276205250893,0.03144664267517403,Normal
0.17746163013965935,0.281014990566807,5.884426304241752e-05,0.03149262670917796,Normal
0.17672866287704517,0.27223985937368433,-1.6349417196256154e-05,0.03123302001500484,Normal
0.17677548230955661,0.2768896054647366,5.400382125813607e-05,0.03124956822936366,Normal
0.1778105398532114,0.2748047172434448,8.50955585791905e-05,0.03161658084163639,Normal
0.17746538650162572,0.2712467289645244,-0.0003483207024089253,0.03149384207885968,Normal
0.1775832804641455,0.2778412409353434,5.484157777481258e-05,0.03153581849280871,Normal
0.17703926162560313,0.2732222572343714,-0.00024375652335597342,0.031342840739696065,Normal
0.17797462062556493,0.2763914495921531,-0.00026247356272688114,0.03167489669444263,Normal
0.17698033732065532,0.26757422101146544,-0.0002890026544230021,0.031321956275598674,Normal
0.17692574073016443,0.27492200042475623,0.0004927278486782258,0.0313024749521845,Normal
0.17664201497270485,0.27337665831279634,1.5350962854134287e-05,0.031202401217965223,Normal
0.17675132873601598,0.27210980355598713,-3.678730583668333e-05,0.031241030856641323,Normal
0.1770091881030067,0.2863742724846038,-8.892125850649168e-05,0.0313322447658954,Normal
0.17660006953316948,0.2734436359131352,0.0004565560185901103,0.031187376115722185,Normal
0.17701159758582824,0.27078080902597984,-0.00022436551907978976,0.03133305534000104,Normal
0.1770360554867713,0.27227948883787906,0.00016727862592825636,0.03134173696017647,Normal
0.17695760192312718,0.27441821584078063,-0.0003147285168073116,0.03131389382434465,Normal
0.17721063989516458,0.2730776767752581,0.00018055171025202043,0.03140357829313362,Normal
0.17731242355807067,0.2801241645673707,0.00030925845486330975,0.03143959990724475,Normal
0.1773979841460047,0.28103103623297027,-0.00018040102224672295,0.03147001223453729,Normal
0.17694912503469268,0.2749341002019963,0.000275667683839859,0.0313109168578714,Normal
0.17713341215832867,0.2732063458573246,-0.00045469277538946474,0.031376038957332354,Normal
0.17738020496905735,0.27544404073844364,0.0005525515239547706,0.03146343180167817,Normal
0.17730154277801327,0.2728459398896311,-0.0005048818870200903,0.031435582165743825,Normal
0.17650031847398664,0.26823491754683826,-0.0004276917191891428,0.031152179501212043,Normal
0.17726862337725113,0.2734992756671983,-0.00020261028205733245,0.03142412378313931,Normal
0.17694396332832363,0.2705850764521076,-0.0006605124430660831,0.03130872988164769,Normal
0.17679814440321492,0.2811242429366778,0.00026025254511544637,0.0312575161330328,Normal
0.17717395543261072,0.27622923079235634,-6.78435525461365e-05,0.03139060588088911,Normal
0.17763564458661718,0.27502114232870734,0.0003809879217939792,0.031554277075906426,Normal
0.17743670272979334,0.26923307781215383,0.00016238637334494693,0.03148375710628681,Normal
0.17745519926167855,0.2687295140318844,0.00047830977148799117,0.03149011896476454,Normal
0.1775565674413695,0.2798284245548189,-0.000350414876030458,0.031526211850976246,Normal
0.1769819981546941,0.27132922216039496,0.0003647660069518092,0.031322494616588314,Normal
0.17684044584020123,0.2732995995085074,0.00041418230230186315,0.0312723717379816,Normal
0.1767522478918851,0.277537649800108,-0.00041524066808280304,0.031241184710021967,Normal
0.17703638540072358,0.2773452990630204,0.0007406941367358126,0.031341333127949345,Normal
0.17677901274735008,0.27208588250388016,-0.00027152462763886496,0.03125074562230435,Normal
0.17676486423336585,0.27028530199701445,-0.00046110400165173,0.031245604610539917,Normal
0.17751812699088487,0.28205642085183985,0.00033936919473410965,0.03151257023890159,Normal
0.17730812868406368,0.28099797547742905,0.00017624605836839312,0.031438141434771395,Normal
0.17706768454040606,0.27508391113868563,-0.00010668855340343186,0.03135295352605333,Normal
0.17697763294716082,0.2788584216162975,0.0002753315583608089,0.03132100675611295,Normal
0.17736038756468817,0.2757005359843954,0.0001460467868707198,0.031456685747432434,Normal
0.17693162813362953,0.2725031874722315,-6.514103769286072e-05,0.03130479679066217,Normal
0.17680987112327867,0.28040442495182083,0.00020085680469811905,0.03126169018317442,Normal
0.1777726967801058,0.2718897019259869,0.00023075817757243678,0.031603078471134916,Normal
0.17681306953133547,0.28169417176769207,0.00031053019292851913,0.03126276512809214,Normal
0.17726802763878474,0.27560101256234976,-0.0004348711083822603,0.031423764510064046,Normal
0.17710656082983378,0.26924476188209073,0.00029854960267147957,0.031366644757106356,Normal
0.17730495378948832,0.2868957137664236,-0.0004731928829349706,0.03143682272678813,Normal
0.17666977586869897,0.27226801346871593,-0.00016420350286246865,0.031212182742705975,Normal
0.17710330700269963,0.2734290712985331,-7.600473372563876e-05,0.03136557557457293,Normal
0.1769983172927996,0.2750185856353757,-4.0617784776567855e-05,0.031328402674678124,Normal
0.17661775180552,0.2839393218758245,-0.0002481008532733496,0.031193768698802873,Normal
0.1771709185714836,0.27510837047073866,0.00017048571372127054,0.03138950532208469,Normal
0.17710834045342624,0.28074684016159585,-0.00016346964274637277,0.031367337535842636,Normal
0.1769607928094411,0.27842415934146525,-0.00010511953951920439,0.031315111141628355,Normal
0.17735280311137813,0.27447298696517575,0.0005114306989914063,0.03145375521010339,Normal
0.1771333334618387,0.27295500985866034,0.0003237189893724739,0.031376113029318864,Normal
0.17703151010264723,0.2778420033996137,-0.0003851807496124976,0.03134000720501381,Normal
0.17679187205364455,0.27965613555049373,0.000564241112316499,0.0312550476561994,Normal
0.1768797159273031,0.27722547018594174,0.00033564034301306143,0.03128632125208359,Normal
0.1768350977062018,0.2789179308315473,-0.00021357291542263156,0.031270606167371734,Normal
0.17675259518040976,0.2725187612815521,-3.6512958122670746e-05,0.031241478569813692,Normal
0.17704821058711073,0.27343393147136197,-0.00010101728704955326,0.03134605866760563,Normal
0.17691705817258022,0.27265676612088396,0.00022832812518382882,0.03129959333870738,Normal
0.17713527377039148,0.27085723277438967,-0.0002827962121295545,0.03137682524001395,Normal
0.1768616421113595,0.26953832284956325,-0.00027759256643676057,0.03127996339269367,Normal
0.1777913763451139,0.2798334607545855,-0.00020975048098997496,0.03160972950742566,Normal
0.17701493937597584,0.28264644411072126,0.00020017834531180155,0.03133424869091048,Normal
0.1773914575792648,0.2737386630993491,-0.00036535307356504675,0.03146759573922774,Normal
0.17703106856841802,0.27897079686448123,0.0005509261372132797,0.031339695718867265,Normal
0.17719857673347925,0.28421404614374635,0.0007818201042717201,0.03139872435369529,Normal
0.177382183933448,0.27525391495457624,0.00010265239022287903,0.03146442863948636,Normal
0.17661085368692142,0.2802941987039848,0.0006776122550433014,0.031190934481654976,Normal
0.1767271297100729,0.27277118748551055,-0.0003842679685648095,0.03123233071368927,Normal
0.1765863432792004,0.27502444384359254,-0.000475385113232362,0.03118251064171372,Normal
0.17696769406516094,0.27774158649441744,-0.000334712384211433,0.03131745271036025,Normal
0.17712458268763528,0.27251705514498115,6.480637354465746e-05,0.0313731135924029,Normal
